num_nodes,num_edges,threshold,num_edges_changed,d_totaltime,d_replantime,d_cost,d_meancost,d_varcost,d_numupdates,d_paths_expanded,d_heap_ops,d_paths_considered,r_totaltime,r_replantime,r_cost,r_meancost,r_varcost,r_numupdates,r_paths_expanded,r_heap_ops,r_paths_considered
40,502,0.75,20,0.27417731285095215,0.04996061325073242,87.85363824297472,82,24,4,151,1097,17,2.4174835681915283,0.2898547649383545,60.04544411676018,75,27,4,961,2967,15
40,998,0.75,20,1.2627527713775635,0.2518773078918457,62.013227447191845,74,28,4,495,3353,87,84.91225838661194,15.892515659332275,77.10826893425649,70,30,4,6582,18627,48
40,1456,0.75,20,0.2097928524017334,0.10904312133789062,73.36793586782107,76,25,4,149,1005,27,9.445419788360596,1.602003574371338,79.13646129958872,78,42,3,2211,6444,18
40,1896,0.75,20,0.3633143901824951,0.1914229393005371,77.15862427649527,76,25,4,201,1234,33,12.883629322052002,2.9683406352996826,61.94053923193053,76,25,4,2717,8076,23
40,2346,0.75,20,0.590350866317749,0.3780403137207031,59.76247454683166,76,30,4,208,1345,49,17.216374397277832,5.285500764846802,70.37817408856938,82,36,4,3525,10626,38
40,2758,0.75,20,0.4288337230682373,0.09707212448120117,87.99561748582931,91,21,3,278,1847,33,46.03728008270264,16.42735767364502,76.85330972814498,81,32,4,5447,14932,23
40,3230,0.75,20,0.4773378372192383,0.12706542015075684,82.20807785171402,82,41,5,312,1954,42,29.828548908233643,3.991865396499634,86.1134605954714,91,48,5,4059,12485,30
40,3696,0.75,20,0.9015474319458008,0.5419600009918213,92.80614469865112,102,27,5,567,2622,38,25.591079711914062,3.705660820007324,66.43288417948477,96,27,6,3252,10823,53
40,4188,0.75,20,0.5515477657318115,0.12089323997497559,100.61854009983688,71,40,4,337,2091,43,34.665990352630615,1.0459177494049072,64.69892890365095,67,38,5,4327,10515,43
40,4622,0.75,20,0.09445905685424805,0.016432523727416992,55.77580456109894,70,26,4,126,885,7,20.708123445510864,4.170528888702393,69.46414332463246,72,20,4,3225,9428,14
40,5144,0.75,20,4.41595458984375,0.8431837558746338,42.5116780846881,75,43,5,737,5561,123,74.86530709266663,1.5256576538085938,53.481222018070625,59,40,4,4133,13257,42
40,5608,0.75,20,0.8957033157348633,0.15475034713745117,75.97726568515183,90,49,4,419,2605,43,64.58212208747864,1.242126703262329,67.00451540353426,72,24,3,4699,12912,38
40,6048,0.75,20,0.2662186622619629,0.12862777709960938,75.89466142803411,87,34,5,219,1414,43,20.956995964050293,8.380632400512695,65.57376267588282,68,26,5,3766,11756,33
40,6500,0.75,20,0.38456153869628906,0.1525721549987793,97.63130288595268,97,30,5,239,1458,66,11.348550796508789,3.837015151977539,49.63817497781007,84,41,5,2719,8176,44
40,6940,0.75,20,0.2781379222869873,0.021400928497314453,75.4402682138363,77,30,4,226,1555,15,21.714723825454712,5.540709018707275,83.4289921341547,80,26,4,3490,10183,17
40,7450,0.75,20,0.231170654296875,0.05598163604736328,79.55207700347239,80,20,2,182,1405,18,8.904658555984497,1.5869417190551758,80.02700316138797,80,20,2,1930,6181,13
40,7862,0.75,20,0.2562851905822754,0.03600311279296875,70.66019180744539,67,42,3,231,1494,11,6.882897853851318,0.7866725921630859,49.32164856907676,60,36,4,1697,5149,16
40,8330,0.75,20,0.1968977451324463,0.033792734146118164,55.76028773299484,74,32,5,174,1220,18,29.764944553375244,7.756227254867554,90.08454301193277,71,37,5,4458,12386,18
40,8840,0.75,20,0.5272979736328125,0.19250774383544922,84.85449055821628,90,22,4,319,2321,20,42.495744705200195,8.528216123580933,52.8845672260558,78,46,6,5175,15568,33
40,9308,0.75,20,0.21343636512756348,0.03564763069152832,106.74113104816742,91,30,3,179,1305,12,11.926045894622803,4.826984882354736,99.30563877674511,91,30,3,2802,7954,14
