num_nodes,num_edges,threshold,num_edges_changed,d_totaltime,d_replantime,d_cost,d_meancost,d_varcost,d_numupdates,d_paths_expanded,d_heap_ops,d_paths_considered,r_totaltime,r_replantime,r_cost,r_meancost,r_varcost,r_numupdates,r_paths_expanded,r_heap_ops,r_paths_considered
35,438,0.75,20,0.4009053707122803,0.1770648956298828,61.42859572776493,59,29,4,247,1671,52,19.58252453804016,4.658038139343262,73.2282855911075,78,35,4,3252,9339,34
35,824,0.75,20,0.19900226593017578,0.04926562309265137,71.250289336232,74,28,3,181,1186,21,4.277735471725464,0.6754865646362305,66.24924620377436,74,28,3,1458,4352,18
35,1264,0.75,20,0.30193424224853516,0.025861263275146484,83.56412495977526,66,19,3,195,1360,20,11.320489406585693,0.6090817451477051,55.186111619485,66,19,3,2146,5871,18
35,1632,0.75,20,0.40543627738952637,0.2076582908630371,54.77609634133938,70,46,5,327,1611,81,13.843393564224243,9.136118650436401,66.2008800293741,70,46,5,4211,11168,66
35,2036,0.75,20,0.4946744441986084,0.09413838386535645,104.12244989404849,86,37,3,270,1724,36,21.11889123916626,7.980878114700317,76.34314078369133,86,22,4,3866,11533,29
35,2496,0.75,20,0.33274245262145996,0.07613945007324219,77.26659561358952,78,34,4,193,1502,20,16.05449414253235,2.9206011295318604,58.63574429812978,70,25,3,3247,8852,11
35,2852,0.75,20,0.370471715927124,0.12661170959472656,65.8114613815045,76,20,4,256,1214,32,11.979769468307495,0.8217356204986572,71.48261256609634,64,32,4,2418,6497,19
35,3224,0.75,20,0.08074307441711426,0.014542579650878906,67.0236209277512,80,28,4,115,748,13,4.883117198944092,1.0117437839508057,82.88676503610787,76,20,4,1654,4986,10
35,3618,0.75,20,0.9159915447235107,0.7926065921783447,79.52496081249748,73,25,4,403,1989,35,6.20232892036438,3.0482473373413086,60.60654443277048,63,53,7,1997,7192,30
35,3964,0.75,20,0.17835569381713867,0.07650566101074219,62.11169314809627,84,44,4,175,1038,28,5.855906963348389,2.886561393737793,52.574889091070744,61,35,5,2153,6700,11
35,4338,0.75,20,0.11676287651062012,0.006287813186645508,86.6796280785284,74,29,3,123,849,4,8.312552452087402,2.327012062072754,71.9040184673064,74,29,3,2233,6337,4
35,4754,0.75,20,0.2759225368499756,0.08759951591491699,73.56190653207949,74,21,3,190,1381,29,46.640897274017334,14.943261623382568,74.91234059655609,78,23,4,5139,16183,25
35,5198,0.75,20,0.13839077949523926,0.016562700271606445,62.03072068015893,63,27,4,125,986,21,3.7393341064453125,1.1248555183410645,74.09623814341816,60,13,4,1350,4156,19
35,5568,0.75,20,0.12240386009216309,0.010829448699951172,67.25832969470196,60,35,4,154,926,13,3.6582529544830322,0.965991735458374,69.14765055519811,58,34,4,1352,3859,10
35,5932,0.75,20,0.22316455841064453,0.0561060905456543,81.78950575066867,77,23,3,211,1264,29,10.210921049118042,2.4639954566955566,85.92041458991973,79,47,3,2310,6582,35
35,6344,0.75,20,0.5999414920806885,0.0782327651977539,71.42915727030456,78,44,3,347,2022,66,19.951281309127808,3.4954605102539062,53.405700509522745,59,34,4,2651,8418,39
35,6744,0.75,20,0.23341822624206543,0.05775332450866699,62.275384559726874,69,29,2,180,1239,6,4.028486967086792,0.12596917152404785,54.34877229343206,57,21,3,932,3194,7
35,7198,0.75,20,0.45351243019104004,0.1654963493347168,75.17530758848167,80,43,3,250,1456,35,5.716322898864746,1.199061632156372,63.39782065435389,75,30,4,1316,4578,33
35,7668,0.75,20,0.48691725730895996,0.18092799186706543,54.54468318262781,73,30,4,230,1446,41,4.11117148399353,0.8749275207519531,89.52163327641597,70,38,4,1312,4270,35
35,8132,0.75,20,0.5542538166046143,0.18723535537719727,53.46944760714062,73,35,5,341,2072,114,28.5395987033844,9.47787880897522,79.22076018362478,67,41,5,4751,13376,88
