num_nodes,num_edges,threshold,num_edges_changed,d_totaltime,d_replantime,d_cost,d_meancost,d_varcost,d_numupdates,d_paths_expanded,d_heap_ops,d_paths_considered,r_totaltime,r_replantime,r_cost,r_meancost,r_varcost,r_numupdates,r_paths_expanded,r_heap_ops,r_paths_considered
30,382,0.75,20,0.3303713798522949,0.13485383987426758,52.718016699592866,66.59603854743825,25,3,192,1224,34,5.102298021316528,1.2261037826538086,68.62483656170775,71.58356911502193,34,4,1484,5071,35
30,858,0.75,20,0.1371297836303711,0.04151606559753418,65.80382676695126,64.86958544274063,37,4,141,1158,24,18.035380840301514,3.0103156566619873,72.99944475583405,69.16367688683218,14,3,3367,9109,16
30,1204,0.75,20,0.26724958419799805,0.06703925132751465,53.65690758318112,53.08596802185738,27,4,205,1345,18,7.8238489627838135,0.2901952266693115,68.96190333733166,54.41119134582502,22,3,1696,4995,11
30,1576,0.75,20,0.2524089813232422,0.0361781120300293,76.55503704868167,65.61466103162628,29,3,167,1481,13,8.272302865982056,1.1192700862884521,50.820358511591536,65.61466103162628,29,3,1505,5987,13
30,1978,0.75,20,0.16057109832763672,0.033098459243774414,61.21850363186955,61.77839672266118,16,4,154,1165,21,6.152346134185791,1.3425381183624268,65.03503256182091,68.6118788931643,24,2,1814,5134,21
30,2324,0.75,20,0.06572127342224121,0.01357412338256836,85.4392842946599,73.14708809651923,22,4,81,638,12,3.1183202266693115,0.6115479469299316,54.93349798567452,72.92219554535768,20,3,1274,3765,11
30,2678,0.75,20,0.07953691482543945,0.010560750961303711,54.965697028754256,55.45195136869809,17,2,97,787,4,2.3719427585601807,0.06425881385803223,53.95149326519902,55.45195136869809,17,2,1082,2686,4
30,3104,0.75,20,1.30550217628479,0.8255941867828369,65.421421076054,74.60511310348826,27,2,291,1961,69,5.8670432567596436,0.7925305366516113,94.77062001015146,79.24978806561491,24,2,1278,4249,59
30,3466,0.75,20,0.1444230079650879,0.07713556289672852,65.64862737436883,69.79619247497418,18,3,130,790,14,1.379143476486206,0.1968555450439453,61.90421351394711,59.75439414496772,30,4,736,2330,10
30,3836,0.75,20,0.12377285957336426,0.04691720008850098,43.114721179084455,67.70614289658545,31,4,118,902,28,2.197784185409546,0.4925062656402588,65.57821873960602,60.45202372650303,27,4,1108,3693,21
30,4214,0.75,20,0.09012818336486816,0.02527308464050293,81.77555884005878,66.18532644111758,23,3,108,758,13,1.7124497890472412,0.2929527759552002,71.57329190941817,66.18532644111758,23,3,877,2688,9
30,4524,0.75,20,0.07684993743896484,0.01574397087097168,57.42370236269696,71.57136165273266,26,2,117,765,8,1.1375536918640137,0.31797361373901367,86.45324557010645,75.44014901843155,27,2,811,2280,13
30,4886,0.75,20,0.15910673141479492,0.0663459300994873,60.18288278801413,67.31652273064275,30,3,166,952,25,2.4672839641571045,0.3371396064758301,56.8892874848906,67.31652273064275,30,3,1065,3171,18
30,5308,0.75,20,0.1502852439880371,0.029187679290771484,52.506204289837,62.288042988998995,29,4,142,1041,13,5.332926511764526,0.563086986541748,46.94633735059713,56.62214935835418,28,4,1427,4650,9
30,5688,0.75,20,0.12228250503540039,0.011553287506103516,60.4594311822496,58.43710805318469,38,4,134,1109,7,8.114005088806152,0.8851346969604492,60.22876801733982,58.43710805318469,38,4,1877,5509,7
30,5980,0.75,20,0.11249971389770508,0.08049392700195312,69.7834954972405,64.62266869472573,18,4,132,731,19,1.6807489395141602,0.4026474952697754,45.62713676947736,63.83394163668508,20,3,830,2725,19
30,6304,0.75,20,0.08035731315612793,0.017293691635131836,54.424952509984024,65.23241816970926,19,3,100,689,14,0.7695159912109375,0.19389748573303223,33.4822854761392,65.0980754659012,40,5,636,2278,20
30,6712,0.75,20,0.1150975227355957,0.03891253471374512,69.06781467804805,81.24242480509425,35,3,107,853,18,2.6277551651000977,0.6123173236846924,89.83309444899433,79.57836443451635,26,2,1228,3581,17
30,7082,0.75,20,0.13824057579040527,0.07736778259277344,42.44598347641626,63.63371442107937,31,3,116,854,12,2.9204866886138916,1.0500481128692627,60.650221734995085,53.44334882978368,40,4,1382,4007,7
30,7396,0.75,20,0.06583046913146973,0.02843475341796875,77.89295714695598,72.92089271006921,42,3,92,571,10,1.256927490234375,0.3222672939300537,84.56091790776983,72.1172562395891,31,3,908,2537,8
