num_nodes,num_edges,threshold,num_edges_changed,d_totaltime,d_replantime,d_cost,d_meancost,d_varcost,d_numupdates,d_paths_expanded,d_heap_ops,d_paths_considered,r_totaltime,r_replantime,r_cost,r_meancost,r_varcost,r_numupdates,r_paths_expanded,r_heap_ops,r_paths_considered
40,530,0.75,10,1.1708340644836426,0.31787824630737305,61.13074817055204,60.80322745992858,21,4,396,2695,31,32.82781529426575,2.921877861022949,55.11304687403077,63.93367124701885,28,4,3753,10622,21
40,1014,0.75,10,0.7492852210998535,0.21566176414489746,35.231290301743435,62.5701738484808,33,5,316,2430,20,42.16038489341736,1.397930383682251,74.17680816191783,66.69254190252823,35,4,3426,10598,16
40,1452,0.75,10,0.40820837020874023,0.2142646312713623,94.27572234729561,85.02800750063442,47,5,227,1369,22,13.983302354812622,3.9010915756225586,94.9512078670283,81.61604576429922,33,5,2894,8346,24
40,2046,0.75,10,0.7693817615509033,0.3906984329223633,76.39110029958002,82.99016406312361,47,5,361,2501,29,25.84993267059326,6.638936758041382,87.8428424126178,74.16508780495003,37,6,3447,10915,16
40,2562,0.75,10,0.3742692470550537,0.07084250450134277,82.44743415554771,81.29873870062079,18,3,171,1471,13,4.83379602432251,0.2455892562866211,75.8447371809979,67.589812775734,38,5,1170,3834,20
40,3146,0.75,10,1.6299853324890137,0.7982535362243652,85.0550715409172,90.42267596340523,48,5,459,3499,58,62.908074378967285,2.3342714309692383,70.66410898228644,64.24606842550955,39,6,4919,13577,40
40,3640,0.75,10,1.6514379978179932,0.9713716506958008,95.3281990322222,97.42339496445062,26,4,589,3349,84,70.08683204650879,18.296878814697266,75.05873084407796,72.81079126073811,51,6,7036,18707,74
40,4136,0.75,10,0.4996767044067383,0.2347557544708252,82.50187704770912,91.61574858613685,31,5,289,1660,40,6.05526328086853,0.12861323356628418,94.24162587887193,91.38989048288263,20,3,1313,3669,12
40,4716,0.75,10,0.5445003509521484,0.18886947631835938,46.29136448508045,59.78761917805516,26,5,254,2239,28,31.95606303215027,2.243767261505127,70.23501174708704,63.322032433132115,29,5,3263,9924,25
40,5200,0.75,10,0.359377384185791,0.22044634819030762,49.86932962274483,61.31074126280792,23,5,281,1611,40,13.220612049102783,6.179133892059326,60.077173758547744,61.31074126280792,23,5,3207,8815,33
