num_nodes,num_edges,threshold,num_edges_changed,d_totaltime,d_replantime,d_cost,d_meancost,d_varcost,d_numupdates,d_paths_expanded,d_heap_ops,d_paths_considered,r_totaltime,r_replantime,r_cost,r_meancost,r_varcost,r_numupdates,r_paths_expanded,r_heap_ops,r_paths_considered
30,306,0.75,5,0.235400915145874,0.172282218933106,90.168539381574,76.2943235014092,35,4,209,974,37,3.6077401638031,0.632205247879028,46.2716753563113,44.2444962795162,47,5,1252,3820,23
30,654,0.75,5,1.06670141220093,0.95456051826477,69.3054829715815,64.5356725138121,15,3,316,1458,37,5.08687138557434,1.63642263412476,42.2185181347338,54.2949602964168,30,5,1293,4142,26
30,970,0.75,5,0.174216032028198,0.042333364486694,63.3869734714818,39.3783926712852,26,5,160,1118,21,7.63578963279724,3.73825216293335,38.0011577592574,39.3783926712852,26,5,2073,5886,23
30,1296,0.75,5,0.174492597579956,0.057022094726563,36.9713854244555,34.8924439894498,21,3,165,1114,15,3.40890192985535,0.235541343688965,13.3546153948948,28.6865177601459,31,4,1085,3358,16
30,1694,0.75,5,0.145077228546143,0.064714670181275,56.2835083189386,52.806785598983,25,3,138,951,8,3.48337578773499,0.579252481460571,65.0072602341226,52.7870426512623,28,4,1152,3993,13
30,2014,0.75,5,0.222694158554077,0.086560487747192,16.1813898191165,46.0504963521382,36,5,174,1105,25,8.56131458282471,0.698555946350098,52.8665012192839,46.8497931112472,23,4,1885,5195,20
30,2432,0.75,5,0.520203828811646,0.135709524154663,63.0608612461673,53.5278384250158,48,6,217,2103,19,7.61452746391296,0.316959619522095,22.8697818423606,43.916300228252,35,3,1060,4131,10
30,2770,0.75,5,0.242419004440308,0.169298410415649,56.3302200605091,55.6682406241976,48,6,171,1016,31,2.46554160118103,0.253595590591431,65.9193152537597,56.9667714749332,22,3,854,2619,18
30,3120,0.75,5,0.707796573638916,0.610684156417847,49.9097841031694,56.4142135623731,79,8,418,1788,120,3.90570497512817,1.71429753303528,84.4641975322141,54.5631086970868,25,6,1580,5116,47
30,346,0.75,5,0.122916221618652,0.071809053421021,48.9501270675476,40.2394489584149,53,4,124,844,12,1.02134943008423,0.101763486862183,80.19518783068,40.2394489584149,53,4,577,1930,8
30,710,0.75,5,1.53177857398987,1.44153714179993,54.9056481943041,78.1419663252094,41,4,365,1532,60,2.65063786506653,0.460830450057983,57.0343400456031,45,46,4,900,3494,23
30,1080,0.75,5,0.210597276687622,0.129492998123169,47.748874798408,52.5559058148079,28,5,157,1138,25,5.87309908866882,0.572944641113281,42.6195716329392,50.0441553304417,29,4,1203,4197,28
30,1494,0.75,5,0.128340005874634,0.052373647689819,48.9359372199501,52.308196901484,27,3,119,952,11,2.4354293346405,0.418748617172241,77.1320219814502,47.3794600377568,36,4,1077,2964,14
30,1818,0.75,5,0.584031343460083,0.048804998397827,72.7434386245093,55.120538728729,37,3,302,1865,26,22.6068994998932,0.230768203735352,60.4075747127355,55.120538728729,37,3,2063,7394,33
30,2220,0.75,5,0.319683790206909,0.227286815643311,46.9055770903865,68.992503319961,33,3,248,1249,24,2.23951697349548,0.594085216522217,40.9675299853295,50.2917278238257,41,4,814,2879,26
30,2580,0.75,5,0.219081401824951,0.101487636566162,71.7906989706652,58.7031081248209,11,3,193,1326,15,4.40516781806946,0.173271417617798,60.1388515960091,58.7031081248209,11,3,1019,3538,12
30,2954,0.75,5,0.898175954818726,0.794709205627441,50.217113236721,55.7088202478427,36,6,299,1594,55,4.08311986923218,1.82043313980103,49.4045000243875,43.0485539478186,31,5,1408,5240,18
30,3316,0.75,5,0.286329984664917,0.184296369552612,69.8573376145837,58.4378699017026,36,4,216,1251,33,7.86184406280518,1.49904179573059,42.2919710982171,65.8583864060816,31,5,1761,5662,26
30,3678,0.75,5,0.260178327560425,0.143249273300171,50.3568161437061,53.9781086194917,18,3,162,1230,8,4.30354046821594,0.143917083740234,35.4721608399276,52.0763570099712,36,3,1078,3265,9
