num_nodes,num_edges,threshold,num_edges_changed,d_totaltime,d_replantime,d_cost,d_meancost,d_varcost,d_numupdates,d_paths_expanded,d_heap_ops,d_paths_considered,r_totaltime,r_replantime,r_cost,r_meancost,r_varcost,r_numupdates,r_paths_expanded,r_heap_ops,r_paths_considered
20,194,0.75,10,0.029046297073364258,0.004803180694580078,62.72919771499858,48.03488984489984,18,2,49,357,7,0.2907404899597168,0.08204078674316406,58.75395292712071,48.03488984489984,18,2,285,971,7
20,400,0.75,10,0.054471731185913086,0.03317975997924805,36.896748076092024,48.51625398259108,8,2,65,376,11,0.38675570487976074,0.062282562255859375,41.84498357002118,41.027756377319946,41,3,317,1201,8
20,638,0.75,10,0.0636587142944336,0.012283086776733398,27.683058636385482,51.914956573192185,21,2,58,450,4,0.44130849838256836,0.05541729927062988,59.42653916295334,46.44580567140899,33,3,340,1134,6
20,846,0.75,10,0.05778074264526367,0.006531715393066406,48.2047726848569,55.98152204541416,19,2,61,361,6,0.41905903816223145,0.06065654754638672,52.89356814954459,55.98152204541416,19,2,281,1056,6
20,1086,0.75,10,0.1053457260131836,0.055330753326416016,55.27750965925425,55.082236861189855,24,2,64,402,12,0.3713040351867676,0.09133076667785645,55.088249997166024,49.086456974555134,27,3,307,1052,10
20,1310,0.75,10,0.08433318138122559,0.02759695053100586,36.70437271775718,47.931398827340445,19,2,72,575,10,0.85587477684021,0.391279935836792,41.797574266455506,44.8835961041738,21,3,393,1449,15
20,1582,0.75,10,0.15805554389953613,0.10826969146728516,66.29771524874516,52.80869328993598,15,2,82,565,20,0.8214037418365479,0.09903287887573242,38.824816776092206,44.45025873931699,30,3,431,1350,13
20,1806,0.75,10,0.14756298065185547,0.09817266464233398,49.41713443983721,60.24922565165442,29,3,88,643,13,0.7451286315917969,0.19083261489868164,49.27449679416364,31.72025229822708,27,5,459,1728,22
20,2066,0.75,10,0.08447122573852539,0.022075414657592773,62.32129202980582,58.14001864014617,22,2,82,659,7,0.43308162689208984,0.07110452651977539,50.05782075886778,54.462129747789874,19,2,284,1064,4
20,2332,0.75,10,0.10364484786987305,0.047545671463012695,39.18200724508993,28.396471029282978,25,3,92,662,13,0.5664639472961426,0.024788379669189453,23.09828665265078,28.43681412460242,30,3,344,1157,12
