num_nodes,num_edges,threshold,num_edges_changed,d_totaltime,d_replantime,d_cost,d_meancost,d_varcost,d_numupdates,d_paths_expanded,d_heap_ops,d_paths_considered,r_totaltime,r_replantime,r_cost,r_meancost,r_varcost,r_numupdates,r_paths_expanded,r_heap_ops,r_paths_considered
20,224,0.75,20,0.07123923301696777,0.021068096160888672,65.35847343515307,51.33213629904631,17,3,76,534,12,0.674382209777832,0.0876302719116211,52.1628047493151,43.87989583383798,31,3,397,1470,7
20,454,0.75,20,0.03502297401428223,0.013895988464355469,18.96387192035338,33.42716140670581,17,2,43,295,8,0.2959752082824707,0.03351593017578125,26.893984896549576,33.42716140670581,17,2,195,666,8
20,686,0.75,20,0.08948278427124023,0.05110883712768555,43.80540130111002,49.012916160732054,13,2,59,444,11,0.848172664642334,0.184340238571167,60.179115996929795,44.26407638182502,35,3,412,1528,11
20,910,0.75,20,0.049176931381225586,0.024317264556884766,36.78837258556085,45.2938022566092,29,3,65,405,9,0.46410322189331055,0.11422967910766602,43.41617200611973,35.74660874290467,19,3,325,1218,6
20,1138,0.75,20,0.0749208927154541,0.027912139892578125,59.684590462409396,57.20506190826406,19,2,76,550,9,0.6743700504302979,0.05957388877868652,30.36580593444173,50.42561478436508,42,2,390,1351,7
20,1386,0.75,20,0.04872846603393555,0.010651111602783203,59.17030260467493,51.123843246621455,6,2,69,487,11,0.4743809700012207,0.1170034408569336,53.56778529921006,49.88995069990635,13,2,314,1213,8
20,1612,0.75,20,0.03805088996887207,0.012537717819213867,39.83639266232701,47.80869328993598,16,2,47,290,6,0.2339634895324707,0.018727779388427734,49.86465239574363,47.80869328993598,16,2,197,722,6
20,1838,0.75,20,0.12935376167297363,0.08282780647277832,40.45410270559669,59.58942684493549,25,4,102,522,28,0.9328911304473877,0.4771134853363037,49.869257805296655,64.0091443488501,20,3,705,2000,23
20,2044,0.75,20,0.06334781646728516,0.041269540786743164,54.440434265083,52.31558027541328,12,2,60,331,8,0.27552008628845215,0.0802621841430664,71.10133396218768,52.31558027541328,12,2,291,936,9
20,2230,0.75,20,0.08522176742553711,0.044922828674316406,38.851446283402275,53.519148107552844,13,2,59,395,13,0.31643128395080566,0.10535073280334473,47.75116926864779,53.519148107552844,13,2,276,815,13
