num_nodes,num_edges,threshold,num_edges_changed,d_totaltime,d_replantime,d_cost,d_meancost,d_varcost,d_numupdates,d_paths_expanded,d_heap_ops,d_paths_considered,r_totaltime,r_replantime,r_cost,r_meancost,r_varcost,r_numupdates,r_paths_expanded,r_heap_ops,r_paths_considered
40,474,0.75,5,0.4707660675048828,0.37237071990966797,65.49511787133423,53.54278639091258,53,6,303,1669,40,6.548742055892944,0.671074390411377,53.61861031973835,60.38882948789565,45,5,1632,4552,17
40,1028,0.75,5,0.41669273376464844,0.1420454978942871,45.13831361206777,43.771821626485355,37,4,281,2045,16,47.559285402297974,2.4480786323547363,51.67461454332934,43.771821626485355,37,4,4957,12180,17
40,1472,0.75,5,0.9063830375671387,0.8131406307220459,93.90536238706801,80.59993418228673,32,5,449,2340,43,10.143676996231079,5.174685001373291,78.71471483887566,75.80094430906338,39,5,3000,8977,51
40,1926,0.75,5,0.3711864948272705,0.19412684440612793,41.296110484820574,50.113355036349205,37,4,171,1364,15,4.958017110824585,0.332871675491333,30.899429989591017,59.14235801414415,38,5,1169,4412,20
40,2366,0.75,5,0.2697889804840088,0.11247968673706055,43.94492334168213,68.71072489137173,23,5,198,1525,16,6.524917364120483,1.1832058429718018,57.081115273848276,58.82916855432425,22,6,1716,5775,13
40,2880,0.75,5,2.038656234741211,1.7917931079864502,67.38626976504311,69.12661239897618,58,6,464,3923,39,9.15302586555481,0.9999301433563232,79.37099267210749,73.10027835998645,49,5,1756,5938,23
40,3430,0.75,5,10.155393600463867,9.460580587387085,53.733094109050825,67.39758040144963,41,6,1052,5251,133,37.0889687538147,5.961571216583252,54.88795743231732,48.74768689919494,49,6,3168,10085,71
40,3916,0.75,5,0.39539647102355957,0.14071893692016602,12.047766963448556,50.05717928618775,64,6,196,1474,26,11.505631446838379,1.542207956314087,57.09010228028571,43.38464236296731,40,5,2227,6265,15
40,4376,0.75,5,0.457042932510376,0.32134556770324707,39.25862749912241,53.48009872344473,48,6,249,1698,21,5.084360122680664,1.3717153072357178,57.56194866391925,61.04166261476141,51,6,1521,4976,42
40,4862,0.75,5,0.6801140308380127,0.2323460578918457,49.71276644922784,49.792423472903025,46,6,358,2293,58,20.46163511276245,5.785567760467529,48.47751646849076,77.96394879119481,72,7,3167,8621,47
